"indicateur","subdivision","sexe","Unit","Date","Value"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Maritime","Masculin","Pourcentage","2018","63.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Maritime","Masculin","Pourcentage","2019","57.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Maritime","Fémin","Pourcentage","2014","46.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Maritime","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Maritime","Fémin","Pourcentage","2016","55.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Maritime","Fémin","Pourcentage","2017","42.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Maritime","Fémin","Pourcentage","2018","60.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Maritime","Fémin","Pourcentage","2019","58.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Total","Pourcentage","2014","51.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Total","Pourcentage","2015","51.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Total","Pourcentage","2016","50.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Total","Pourcentage","2017","36.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Total","Pourcentage","2018","53.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Total","Pourcentage","2019","48.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Masculin","Pourcentage","2014","55.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Masculin","Pourcentage","2015","51.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Masculin","Pourcentage","2016","65.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Masculin","Pourcentage","2017","37.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Masculin","Pourcentage","2018","54.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Masculin","Pourcentage","2019","46.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Fémin","Pourcentage","2014","40.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Fémin","Pourcentage","2016","27.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Fémin","Pourcentage","2017","34.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Fémin","Pourcentage","2018","50.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AVE","Fémin","Pourcentage","2019","51.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Total","Pourcentage","2014","51.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Total","Pourcentage","2015","42"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Total","Pourcentage","2016","68.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Total","Pourcentage","2017","53.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Total","Pourcentage","2018","61.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Total","Pourcentage","2019","62.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Masculin","Pourcentage","2014","53"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Masculin","Pourcentage","2015","42.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Masculin","Pourcentage","2016","73.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Masculin","Pourcentage","2017","53.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Masculin","Pourcentage","2018","64.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Masculin","Pourcentage","2019","63.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Fémin","Pourcentage","2014","46.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Fémin","Pourcentage","2016","48.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Fémin","Pourcentage","2017","54.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Fémin","Pourcentage","2018","53.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BAS MONO","Fémin","Pourcentage","2019","60.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Total","Pourcentage","2014","45.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Total","Pourcentage","2015","36.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Total","Pourcentage","2016","64.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Total","Pourcentage","2017","52.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Total","Pourcentage","2018","61.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Total","Pourcentage","2019","55.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Masculin","Pourcentage","2014","46.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Masculin","Pourcentage","2015","36.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Masculin","Pourcentage","2016","66.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Masculin","Pourcentage","2017","55.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Masculin","Pourcentage","2018","62.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Masculin","Pourcentage","2019","55.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Fémin","Pourcentage","2014","42.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Fémin","Pourcentage","2016","60.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Fémin","Pourcentage","2017","48.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Fémin","Pourcentage","2018","60.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","LACS","Fémin","Pourcentage","2019","55.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Total","Pourcentage","2014","42.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Total","Pourcentage","2015","37.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Total","Pourcentage","2016","57.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Total","Pourcentage","2017","43.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Total","Pourcentage","2018","63.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Total","Pourcentage","2019","67.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Masculin","Pourcentage","2014","44.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Masculin","Pourcentage","2015","39.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Masculin","Pourcentage","2016","59.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Masculin","Pourcentage","2017","46"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Masculin","Pourcentage","2018","65.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Masculin","Pourcentage","2019","68.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Fémin","Pourcentage","2014","30.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Fémin","Pourcentage","2016","52.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Fémin","Pourcentage","2017","34.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Fémin","Pourcentage","2018","58.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","VO","Fémin","Pourcentage","2019","65.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Total","Pourcentage","2014","58.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Total","Pourcentage","2015","39.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Total","Pourcentage","2016","64"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Total","Pourcentage","2017","45.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Total","Pourcentage","2018","63.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Total","Pourcentage","2019","55.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Masculin","Pourcentage","2014","60.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Masculin","Pourcentage","2015","40.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Masculin","Pourcentage","2016","65.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Masculin","Pourcentage","2017","47.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Masculin","Pourcentage","2018","65.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Masculin","Pourcentage","2019","56.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Fémin","Pourcentage","2014","52.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Fémin","Pourcentage","2016","58.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Fémin","Pourcentage","2017","40.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Fémin","Pourcentage","2018","58.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","YOTO","Fémin","Pourcentage","2019","51.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Total","Pourcentage","2014","63.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Total","Pourcentage","2015","49.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Total","Pourcentage","2016","63.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Total","Pourcentage","2017","44.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Total","Pourcentage","2018","64.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Total","Pourcentage","2019","57"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Masculin","Pourcentage","2014","66.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Masculin","Pourcentage","2015","54"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Masculin","Pourcentage","2016","64"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Masculin","Pourcentage","2017","44.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Masculin","Pourcentage","2018","65.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Masculin","Pourcentage","2019","54.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Fémin","Pourcentage","2014","57.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Fémin","Pourcentage","2016","61.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Fémin","Pourcentage","2017","44.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Fémin","Pourcentage","2018","63.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ZIO","Fémin","Pourcentage","2019","60.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Total","Pourcentage","2014","48.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Total","Pourcentage","2015","41.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Total","Pourcentage","2016","50.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Total","Pourcentage","2017","42.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Total","Pourcentage","2018","55.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Total","Pourcentage","2019","45"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Masculin","Pourcentage","2014","50.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Masculin","Pourcentage","2015","43.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Masculin","Pourcentage","2016","53.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Masculin","Pourcentage","2017","44.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Masculin","Pourcentage","2018","56.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Masculin","Pourcentage","2019","45.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Fémin","Pourcentage","2014","42"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Fémin","Pourcentage","2015","0.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Fémin","Pourcentage","2016","45.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Fémin","Pourcentage","2017","39.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Fémin","Pourcentage","2018","52.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Plateaux","Fémin","Pourcentage","2019","44.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Total","Pourcentage","2014","55.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Total","Pourcentage","2015","45.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Total","Pourcentage","2016","52.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Total","Pourcentage","2017","41.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Total","Pourcentage","2018","56.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Total","Pourcentage","2019","52.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Masculin","Pourcentage","2014","57.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Masculin","Pourcentage","2015","48.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Masculin","Pourcentage","2016","57.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Masculin","Pourcentage","2017","43.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Masculin","Pourcentage","2018","62.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Masculin","Pourcentage","2019","52.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Fémin","Pourcentage","2014","50"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Fémin","Pourcentage","2016","41.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Fémin","Pourcentage","2017","38.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Fémin","Pourcentage","2018","44.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AGOU","Fémin","Pourcentage","2019","53.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Total","Pourcentage","2014","31.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Total","Pourcentage","2015","24.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Total","Pourcentage","2016","47.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Total","Pourcentage","2017","5.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Total","Pourcentage","2018","36.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Total","Pourcentage","2019","32.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Masculin","Pourcentage","2014","35.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Masculin","Pourcentage","2015","23.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Masculin","Pourcentage","2016","49.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Masculin","Pourcentage","2017","3.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Masculin","Pourcentage","2018","35.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Masculin","Pourcentage","2019","32"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Fémin","Pourcentage","2014","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Fémin","Pourcentage","2016","33.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Fémin","Pourcentage","2017","17.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Fémin","Pourcentage","2018","40.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AKEBOU","Fémin","Pourcentage","2019","33.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Total","Pourcentage","2014","47.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Total","Pourcentage","2015","44"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Total","Pourcentage","2016","50.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Total","Pourcentage","2017","45.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Total","Pourcentage","2018","62.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Total","Pourcentage","2019","51.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Masculin","Pourcentage","2014","50.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Masculin","Pourcentage","2015","46.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Masculin","Pourcentage","2016","51.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Masculin","Pourcentage","2017","48.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Masculin","Pourcentage","2018","62.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Masculin","Pourcentage","2019","51.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Fémin","Pourcentage","2014","41.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Fémin","Pourcentage","2016","47.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Fémin","Pourcentage","2017","39.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Fémin","Pourcentage","2018","61.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","AMOU","Fémin","Pourcentage","2019","50.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Total","Pourcentage","2014","49.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Total","Pourcentage","2015","30.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Total","Pourcentage","2016","56"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Total","Pourcentage","2017","37.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Total","Pourcentage","2018","32.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Total","Pourcentage","2019","30.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Masculin","Pourcentage","2014","51.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Masculin","Pourcentage","2015","31.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Masculin","Pourcentage","2016","57.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Masculin","Pourcentage","2017","40.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Masculin","Pourcentage","2018","35.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Masculin","Pourcentage","2019","29.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Fémin","Pourcentage","2014","40.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Fémin","Pourcentage","2016","52.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Fémin","Pourcentage","2017","29.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Fémin","Pourcentage","2018","23.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","ANIE","Fémin","Pourcentage","2019","32.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Total","Pourcentage","2014","67.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Total","Pourcentage","2015","30.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Total","Pourcentage","2016","46.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Total","Pourcentage","2017","39.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Total","Pourcentage","2018","73.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Total","Pourcentage","2019","39.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Masculin","Pourcentage","2014","72.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Masculin","Pourcentage","2015","31"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Masculin","Pourcentage","2016","48.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Masculin","Pourcentage","2017","42.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Masculin","Pourcentage","2018","76.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Masculin","Pourcentage","2019","36.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Fémin","Pourcentage","2014","51.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Fémin","Pourcentage","2016","42"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Fémin","Pourcentage","2017","32.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Fémin","Pourcentage","2018","65.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DAYES","Fémin","Pourcentage","2019","44.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Total","Pourcentage","2014","48.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Total","Pourcentage","2015","48.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Total","Pourcentage","2016","64.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Total","Pourcentage","2017","41.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Total","Pourcentage","2018","66.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Total","Pourcentage","2019","35.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Masculin","Pourcentage","2014","49.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Masculin","Pourcentage","2015","51.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Masculin","Pourcentage","2016","63.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Masculin","Pourcentage","2017","47.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Masculin","Pourcentage","2018","67.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Masculin","Pourcentage","2019","39.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Fémin","Pourcentage","2014","42.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Fémin","Pourcentage","2016","69.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Fémin","Pourcentage","2017","26.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Fémin","Pourcentage","2018","62.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","EST-MONO","Fémin","Pourcentage","2019","26.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Total","Pourcentage","2014","51.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Total","Pourcentage","2015","40.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Total","Pourcentage","2016","48.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Total","Pourcentage","2017","39.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Total","Pourcentage","2018","50.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Total","Pourcentage","2019","45.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Masculin","Pourcentage","2014","55.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Masculin","Pourcentage","2015","44.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Masculin","Pourcentage","2016","51.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Masculin","Pourcentage","2017","41.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Masculin","Pourcentage","2018","51.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Masculin","Pourcentage","2019","45.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Fémin","Pourcentage","2014","38.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Fémin","Pourcentage","2016","43"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Fémin","Pourcentage","2017","34.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Fémin","Pourcentage","2018","49.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","HAHO","Fémin","Pourcentage","2019","44.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Total","Pourcentage","2014","44.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Total","Pourcentage","2015","46.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Total","Pourcentage","2016","49.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Total","Pourcentage","2017","43.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Total","Pourcentage","2018","60.9"
