"indicateur","subdivision","sexe","Unit","Date","Value"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Total","Pourcentage","2019","48.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Masculin","Pourcentage","2014","47.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Masculin","Pourcentage","2015","47.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Masculin","Pourcentage","2016","48.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Masculin","Pourcentage","2017","44.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Masculin","Pourcentage","2018","62.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Masculin","Pourcentage","2019","50.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Fémin","Pourcentage","2014","38.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Fémin","Pourcentage","2015","0.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Fémin","Pourcentage","2016","52.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Fémin","Pourcentage","2017","42.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Fémin","Pourcentage","2018","58.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KLOTO","Fémin","Pourcentage","2019","46"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Total","Pourcentage","2014","50.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Total","Pourcentage","2015","38.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Total","Pourcentage","2016","57.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Total","Pourcentage","2017","63.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Total","Pourcentage","2018","51.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Total","Pourcentage","2019","42.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Masculin","Pourcentage","2014","51.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Masculin","Pourcentage","2015","42.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Masculin","Pourcentage","2016","59.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Masculin","Pourcentage","2017","64.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Masculin","Pourcentage","2018","53.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Masculin","Pourcentage","2019","44.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Fémin","Pourcentage","2014","48.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Fémin","Pourcentage","2016","53.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Fémin","Pourcentage","2017","60"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Fémin","Pourcentage","2018","47.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KPELE-AKATA","Fémin","Pourcentage","2019","38"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Total","Pourcentage","2014","57.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Total","Pourcentage","2015","36.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Total","Pourcentage","2016","58.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Total","Pourcentage","2017","30.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Total","Pourcentage","2018","57.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Total","Pourcentage","2019","48.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Masculin","Pourcentage","2014","62.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Masculin","Pourcentage","2015","41"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Masculin","Pourcentage","2016","62.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Masculin","Pourcentage","2017","32.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Masculin","Pourcentage","2018","59.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Masculin","Pourcentage","2019","52.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Fémin","Pourcentage","2014","44.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Fémin","Pourcentage","2016","42.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Fémin","Pourcentage","2017","24"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Fémin","Pourcentage","2018","55.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","MOYEN-MONO","Fémin","Pourcentage","2019","35"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Total","Pourcentage","2014","50.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Total","Pourcentage","2015","44.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Total","Pourcentage","2016","47.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Total","Pourcentage","2017","50.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Total","Pourcentage","2018","58.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Total","Pourcentage","2019","54.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Masculin","Pourcentage","2014","52"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Masculin","Pourcentage","2015","45"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Masculin","Pourcentage","2016","52"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Masculin","Pourcentage","2017","52.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Masculin","Pourcentage","2018","60.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Masculin","Pourcentage","2019","53.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Fémin","Pourcentage","2014","46.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Fémin","Pourcentage","2016","37.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Fémin","Pourcentage","2017","47.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Fémin","Pourcentage","2018","54.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","OGOU","Fémin","Pourcentage","2019","54.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Total","Pourcentage","2014","35.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Total","Pourcentage","2015","34.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Total","Pourcentage","2016","49.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Total","Pourcentage","2017","31.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Total","Pourcentage","2018","55.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Total","Pourcentage","2019","34.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Masculin","Pourcentage","2014","35.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Masculin","Pourcentage","2015","36.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Masculin","Pourcentage","2016","53"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Masculin","Pourcentage","2017","32.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Masculin","Pourcentage","2018","58.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Masculin","Pourcentage","2019","33.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Fémin","Pourcentage","2014","37.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Fémin","Pourcentage","2016","35.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Fémin","Pourcentage","2017","28.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Fémin","Pourcentage","2018","46.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","WAWA","Fémin","Pourcentage","2019","41.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Total","Pourcentage","2014","40.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Total","Pourcentage","2015","31.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Total","Pourcentage","2016","45.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Total","Pourcentage","2017","33.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Total","Pourcentage","2018","58.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Total","Pourcentage","2019","48.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Masculin","Pourcentage","2014","41.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Masculin","Pourcentage","2015","31.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Masculin","Pourcentage","2016","47.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Masculin","Pourcentage","2017","35"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Masculin","Pourcentage","2018","59.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Masculin","Pourcentage","2019","49.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Fémin","Pourcentage","2014","37.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Fémin","Pourcentage","2015","0.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Fémin","Pourcentage","2016","40.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Fémin","Pourcentage","2017","30.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Fémin","Pourcentage","2018","58"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","T.R.Centrale","Fémin","Pourcentage","2019","46.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Total","Pourcentage","2014","41.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Total","Pourcentage","2015","23.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Total","Pourcentage","2016","41.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Total","Pourcentage","2017","22.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Total","Pourcentage","2018","53.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Total","Pourcentage","2019","49.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Masculin","Pourcentage","2014","45.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Masculin","Pourcentage","2015","24.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Masculin","Pourcentage","2016","45.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Masculin","Pourcentage","2017","22.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Masculin","Pourcentage","2018","53.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Masculin","Pourcentage","2019","51.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Fémin","Pourcentage","2014","26.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Fémin","Pourcentage","2016","30.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Fémin","Pourcentage","2017","23.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Fémin","Pourcentage","2018","51.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BLITTA","Fémin","Pourcentage","2019","47"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","SOTOUBOUA","Total","Pourcentage","2014","38.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","SOTOUBOUA","Total","Pourcentage","2015","26"
