indicator_id,indicator_label_en
NART.1.URB.Q2,"Total net attendance rate, primary, urban, second quintile, both sexes (%)"
NART.1.URB.Q2.F,"Total net attendance rate, primary, urban, second quintile, female (%)"
NART.1.URB.Q2.GPIA,"Total net attendance rate, primary education, urban, second quintile, adjusted gender parity index (GPIA)"
NART.1.URB.Q2.M,"Total net attendance rate, primary, urban, second quintile, male (%)"
NART.1.URB.Q3,"Total net attendance rate, primary, urban, middle quintile, both sexes (%)"
NART.1.URB.Q3.F,"Total net attendance rate, primary, urban, middle quintile, female (%)"
NART.1.URB.Q3.GPIA,"Total net attendance rate, primary education, urban, middle quintile, adjusted gender parity index (GPIA)"
NART.1.URB.Q3.M,"Total net attendance rate, primary, urban, middle quintile, male (%)"
NART.1.URB.Q4,"Total net attendance rate, primary, urban, fourth quintile, both sexes (%)"
NART.1.URB.Q4.F,"Total net attendance rate, primary, urban, fourth quintile, female (%)"
NART.1.URB.Q4.GPIA,"Total net attendance rate, primary education, urban, fourth quintile, adjusted gender parity index (GPIA)"
NART.1.URB.Q4.M,"Total net attendance rate, primary, urban, fourth quintile, male (%)"
NART.1.URB.Q5,"Total net attendance rate, primary, urban, richest quintile, both sexes (%)"
NART.1.URB.Q5.F,"Total net attendance rate, primary, urban, richest quintile, female (%)"
NART.1.URB.Q5.GPIA,"Total net attendance rate, primary education, urban, richest quintile, adjusted gender parity index (GPIA)"
NART.1.URB.Q5.M,"Total net attendance rate, primary, urban, richest quintile, male (%)"
NART.1.URB.WPIA,"Total net attendance rate, primary education, urban, adjusted wealth parity index (WPIA)"
NART.1.WPIA,"Total net attendance rate, primary education, adjusted wealth parity index (WPIA)"
NART.2,"Total net attendance rate, lower secondary, both sexes (%)"
NART.2.F,"Total net attendance rate, lower secondary, female (%)"
NART.2.F.LPIA,"Total net attendance rate, lower secondary, female, adjusted location parity index (LPIA)"
NART.2.F.WPIA,"Total net attendance rate, lower secondary, female, adjusted wealth parity index (WPIA)"
NART.2.GPIA,"Total net attendance rate, lower secondary, adjusted gender parity index (GPIA)"
NART.2.LPIA,"Total net attendance rate, lower secondary, adjusted location parity index (LPIA)"
NART.2.M,"Total net attendance rate, lower secondary, male (%)"
NART.2.M.LPIA,"Total net attendance rate, lower secondary, male, adjusted location parity index (LPIA)"
NART.2.M.WPIA,"Total net attendance rate, lower secondary, male, adjusted wealth parity index (WPIA)"
NART.2.Q1,"Total net attendance rate, lower secondary, poorest quintile, both sexes (%)"
NART.2.Q1.F,"Total net attendance rate, lower secondary, poorest quintile, female (%)"
NART.2.Q1.F.LPIA,"Total net attendance rate, lower secondary education, poorest quintile, female, adjusted location parity index (LPIA)"
NART.2.Q1.GPIA,"Total net attendance rate, lower secondary education, poorest quintile, adjusted gender parity index (GPIA)"
NART.2.Q1.LPIA,"Total net attendance rate, lower secondary education, poorest quintile, adjusted location parity index (LPIA)"
NART.2.Q1.M,"Total net attendance rate, lower secondary, poorest quintile, male (%)"
NART.2.Q1.M.LPIA,"Total net attendance rate, lower secondary education, poorest quintile, male, adjusted location parity index (LPIA)"
NART.2.Q2,"Total net attendance rate, lower secondary, second quintile, both sexes (%)"
NART.2.Q2.F,"Total net attendance rate, lower secondary, second quintile, female (%)"
NART.2.Q2.F.LPIA,"Total net attendance rate, lower secondary education, second quintile, female, adjusted location parity index (LPIA)"
NART.2.Q2.GPIA,"Total net attendance rate, lower secondary education, second quintile, adjusted gender parity index (GPIA)"
NART.2.Q2.LPIA,"Total net attendance rate, lower secondary education, second quintile, adjusted location parity index (LPIA)"
NART.2.Q2.M,"Total net attendance rate, lower secondary, second quintile, male (%)"
NART.2.Q2.M.LPIA,"Total net attendance rate, lower secondary education, second quintile, male, adjusted location parity index (LPIA)"
NART.2.Q3,"Total net attendance rate, lower secondary, middle quintile, both sexes (%)"
NART.2.Q3.F,"Total net attendance rate, lower secondary, middle quintile, female (%)"
NART.2.Q3.F.LPIA,"Total net attendance rate, lower secondary education, middle quintile, female, adjusted location parity index (LPIA)"
NART.2.Q3.GPIA,"Total net attendance rate, lower secondary education, middle quintile, adjusted gender parity index (GPIA)"
NART.2.Q3.LPIA,"Total net attendance rate, lower secondary education, middle quintile, adjusted location parity index (LPIA)"
NART.2.Q3.M,"Total net attendance rate, lower secondary, middle quintile, male (%)"
NART.2.Q3.M.LPIA,"Total net attendance rate, lower secondary education, middle quintile, male, adjusted location parity index (LPIA)"
NART.2.Q4,"Total net attendance rate, lower secondary, fourth quintile, both sexes (%)"
NART.2.Q4.F,"Total net attendance rate, lower secondary, fourth quintile, female (%)"
NART.2.Q4.F.LPIA,"Total net attendance rate, lower secondary education, fourth quintile, female, adjusted location parity index (LPIA)"
NART.2.Q4.GPIA,"Total net attendance rate, lower secondary education, fourth quintile, adjusted gender parity index (GPIA)"
NART.2.Q4.LPIA,"Total net attendance rate, lower secondary education, fourth quintile, adjusted location parity index (LPIA)"
NART.2.Q4.M,"Total net attendance rate, lower secondary, fourth quintile, male (%)"
NART.2.Q4.M.LPIA,"Total net attendance rate, lower secondary education, fourth quintile, male, adjusted location parity index (LPIA)"
NART.2.Q5,"Total net attendance rate, lower secondary, richest quintile, both sexes (%)"
NART.2.Q5.F,"Total net attendance rate, lower secondary, richest quintile, female (%)"
NART.2.Q5.F.LPIA,"Total net attendance rate, lower secondary education, richest quintile, female, adjusted location parity index (LPIA)"
NART.2.Q5.GPIA,"Total net attendance rate, lower secondary education, richest quintile, adjusted gender parity index (GPIA)"
NART.2.Q5.LPIA,"Total net attendance rate, lower secondary education, richest quintile, adjusted location parity index (LPIA)"
NART.2.Q5.M,"Total net attendance rate, lower secondary, richest quintile, male (%)"
NART.2.Q5.M.LPIA,"Total net attendance rate, lower secondary education, richest quintile, male, adjusted location parity index (LPIA)"
NART.2.RUR,"Total net attendance rate, lower secondary, rural, both sexes (%)"
NART.2.RUR.F,"Total net attendance rate, lower secondary, rural, female (%)"
NART.2.RUR.F.WPIA,"Total net attendance rate, lower secondary education, rural, female, adjusted wealth parity index (WPIA)"
NART.2.RUR.GPIA,"Total net attendance rate, lower secondary education, rural, adjusted gender parity index (GPIA)"
NART.2.RUR.M,"Total net attendance rate, lower secondary, rural, male  (%)"
NART.2.RUR.M.WPIA,"Total net attendance rate, lower secondary education, rural, male, adjusted wealth parity index (WPIA)"
NART.2.RUR.Q1,"Total net attendance rate, lower secondary, rural, poorest quintile, both sexes (%)"
NART.2.RUR.Q1.F,"Total net attendance rate, lower secondary, rural, poorest quintile, female (%)"
NART.2.RUR.Q1.GPIA,"Total net attendance rate, lower secondary education, rural, poorest quintile, adjusted gender parity index (GPIA)"
NART.2.RUR.Q1.M,"Total net attendance rate, lower secondary, rural, poorest quintile, male (%)"
NART.2.RUR.Q2,"Total net attendance rate, lower secondary, rural, second quintile, both sexes (%)"
NART.2.RUR.Q2.F,"Total net attendance rate, lower secondary, rural, second quintile, female (%)"
NART.2.RUR.Q2.GPIA,"Total net attendance rate, lower secondary education, rural, second quintile, adjusted gender parity index (GPIA)"
NART.2.RUR.Q2.M,"Total net attendance rate, lower secondary, rural, second quintile, male (%)"
NART.2.RUR.Q3,"Total net attendance rate, lower secondary, rural, middle quintile, both sexes (%)"
NART.2.RUR.Q3.F,"Total net attendance rate, lower secondary, rural, middle quintile, female (%)"
NART.2.RUR.Q3.GPIA,"Total net attendance rate, lower secondary education, rural, middle quintile, adjusted gender parity index (GPIA)"
NART.2.RUR.Q3.M,"Total net attendance rate, lower secondary, rural, middle quintile, male (%)"
NART.2.RUR.Q4,"Total net attendance rate, lower secondary, rural, fourth quintile, both sexes (%)"
NART.2.RUR.Q4.F,"Total net attendance rate, lower secondary, rural, fourth quintile, female (%)"
NART.2.RUR.Q4.GPIA,"Total net attendance rate, lower secondary education, rural, fourth quintile, adjusted gender parity index (GPIA)"
NART.2.RUR.Q4.M,"Total net attendance rate, lower secondary, rural, fourth quintile, male (%)"
NART.2.RUR.Q5,"Total net attendance rate, lower secondary, rural, richest quintile, both sexes (%)"
NART.2.RUR.Q5.F,"Total net attendance rate, lower secondary, rural, richest quintile, female (%)"
NART.2.RUR.Q5.GPIA,"Total net attendance rate, lower secondary education, rural, richest quintile, adjusted gender parity index (GPIA)"
NART.2.RUR.Q5.M,"Total net attendance rate, lower secondary, rural, richest quintile, male (%)"
NART.2.RUR.WPIA,"Total net attendance rate, lower secondary education, rural, adjusted wealth parity index (WPIA)"
NART.2.URB,"Total net attendance rate, lower secondary, urban, both sexes (%)"
NART.2.URB.F,"Total net attendance rate, lower secondary, urban, female (%)"
NART.2.URB.F.WPIA,"Total net attendance rate, lower secondary education, urban, female, adjusted wealth parity index (WPIA)"
NART.2.URB.GPIA,"Total net attendance rate, lower secondary education, urban, adjusted gender parity index (GPIA)"
NART.2.URB.M,"Total net attendance rate, lower secondary, urban, male  (%)"
NART.2.URB.M.WPIA,"Total net attendance rate, lower secondary education, urban, male, adjusted wealth parity index (WPIA)"
NART.2.URB.Q1,"Total net attendance rate, lower secondary, urban, poorest quintile, both sexes (%)"
NART.2.URB.Q1.F,"Total net attendance rate, lower secondary, urban, poorest quintile, female (%)"
NART.2.URB.Q1.GPIA,"Total net attendance rate, lower secondary education, urban, poorest quintile, adjusted gender parity index (GPIA)"
NART.2.URB.Q1.M,"Total net attendance rate, lower secondary, urban, poorest quintile, male (%)"
NART.2.URB.Q2,"Total net attendance rate, lower secondary, urban, second quintile, both sexes (%)"
NART.2.URB.Q2.F,"Total net attendance rate, lower secondary, urban, second quintile, female (%)"
NART.2.URB.Q2.GPIA,"Total net attendance rate, lower secondary education, urban, second quintile, adjusted gender parity index (GPIA)"
NART.2.URB.Q2.M,"Total net attendance rate, lower secondary, urban, second quintile, male (%)"
NART.2.URB.Q3,"Total net attendance rate, lower secondary, urban, middle quintile, both sexes (%)"
NART.2.URB.Q3.F,"Total net attendance rate, lower secondary, urban, middle quintile, female (%)"
NART.2.URB.Q3.GPIA,"Total net attendance rate, lower secondary education, urban, middle quintile, adjusted gender parity index (GPIA)"
NART.2.URB.Q3.M,"Total net attendance rate, lower secondary, urban, middle quintile, male (%)"
NART.2.URB.Q4,"Total net attendance rate, lower secondary, urban, fourth quintile, both sexes (%)"
NART.2.URB.Q4.F,"Total net attendance rate, lower secondary, urban, fourth quintile, female (%)"
NART.2.URB.Q4.GPIA,"Total net attendance rate, lower secondary education, urban, fourth quintile, adjusted gender parity index (GPIA)"
NART.2.URB.Q4.M,"Total net attendance rate, lower secondary, urban, fourth quintile, male (%)"
NART.2.URB.Q5,"Total net attendance rate, lower secondary, urban, richest quintile, both sexes (%)"
NART.2.URB.Q5.F,"Total net attendance rate, lower secondary, urban, richest quintile, female (%)"
NART.2.URB.Q5.GPIA,"Total net attendance rate, lower secondary education, urban, richest quintile, adjusted gender parity index (GPIA)"
NART.2.URB.Q5.M,"Total net attendance rate, lower secondary, urban, richest quintile, male (%)"
NART.2.URB.WPIA,"Total net attendance rate, lower secondary education, urban, adjusted wealth parity index (WPIA)"
NART.2.WPIA,"Total net attendance rate, lower secondary, adjusted wealth parity index (WPIA)"
NART.3,"Total net attendance rate, upper secondary, both sexes (%)"
NART.3.F,"Total net attendance rate, upper secondary, female (%)"
NART.3.F.LPIA,"Total net attendance rate, upper secondary, female, adjusted location parity index (LPIA)"
NART.3.F.WPIA,"Total net attendance rate, upper secondary, female, adjusted wealth parity index (WPIA)"
NART.3.GPIA,"Total net attendance rate, upper secondary, adjusted gender parity index (GPIA)"
NART.3.LPIA,"Total net attendance rate, upper secondary, adjusted location parity index (LPIA)"
NART.3.M,"Total net attendance rate, upper secondary, male (%)"
NART.3.M.LPIA,"Total net attendance rate, upper secondary, male, adjusted location parity index (LPIA)"
NART.3.M.WPIA,"Total net attendance rate, upper secondary, male, adjusted wealth parity index (WPIA)"
NART.3.Q1,"Total net attendance rate, upper secondary, poorest quintile, both sexes (%)"
NART.3.Q1.F,"Total net attendance rate, upper secondary, poorest quintile, female (%)"
NART.3.Q1.F.LPIA,"Total net attendance rate, upper secondary education, poorest quintile, female, adjusted location parity index (LPIA)"
NART.3.Q1.GPIA,"Total net attendance rate, upper secondary education, poorest quintile, adjusted gender parity index (GPIA)"
NART.3.Q1.LPIA,"Total net attendance rate, upper secondary education, poorest quintile, adjusted location parity index (LPIA)"
NART.3.Q1.M,"Total net attendance rate, upper secondary, poorest quintile, male (%)"
NART.3.Q1.M.LPIA,"Total net attendance rate, upper secondary education, poorest quintile, male, adjusted location parity index (LPIA)"
NART.3.Q2,"Total net attendance rate, upper secondary, second quintile, both sexes (%)"
NART.3.Q2.F,"Total net attendance rate, upper secondary, second quintile, female (%)"
NART.3.Q2.F.LPIA,"Total net attendance rate, upper secondary education, second quintile, female, adjusted location parity index (LPIA)"
NART.3.Q2.GPIA,"Total net attendance rate, upper secondary education, second quintile, adjusted gender parity index (GPIA)"
NART.3.Q2.LPIA,"Total net attendance rate, upper secondary education, second quintile, adjusted location parity index (LPIA)"
NART.3.Q2.M,"Total net attendance rate, upper secondary, second quintile, male (%)"
NART.3.Q2.M.LPIA,"Total net attendance rate, upper secondary education, second quintile, male, adjusted location parity index (LPIA)"
NART.3.Q3,"Total net attendance rate, upper secondary, middle quintile, both sexes (%)"
NART.3.Q3.F,"Total net attendance rate, upper secondary, middle quintile, female (%)"
NART.3.Q3.F.LPIA,"Total net attendance rate, upper secondary education, middle quintile, female, adjusted location parity index (LPIA)"
NART.3.Q3.GPIA,"Total net attendance rate, upper secondary education, middle quintile, adjusted gender parity index (GPIA)"
NART.3.Q3.LPIA,"Total net attendance rate, upper secondary education, middle quintile, adjusted location parity index (LPIA)"
NART.3.Q3.M,"Total net attendance rate, upper secondary, middle quintile, male (%)"
NART.3.Q3.M.LPIA,"Total net attendance rate, upper secondary education, middle quintile, male, adjusted location parity index (LPIA)"
NART.3.Q4,"Total net attendance rate, upper secondary, fourth quintile, both sexes (%)"
NART.3.Q4.F,"Total net attendance rate, upper secondary, fourth quintile, female (%)"
NART.3.Q4.F.LPIA,"Total net attendance rate, upper secondary education, fourth quintile, female, adjusted location parity index (LPIA)"
NART.3.Q4.GPIA,"Total net attendance rate, upper secondary education, fourth quintile, adjusted gender parity index (GPIA)"
NART.3.Q4.LPIA,"Total net attendance rate, upper secondary education, fourth quintile, adjusted location parity index (LPIA)"
NART.3.Q4.M,"Total net attendance rate, upper secondary, fourth quintile, male (%)"
NART.3.Q4.M.LPIA,"Total net attendance rate, upper secondary education, fourth quintile, male, adjusted location parity index (LPIA)"
NART.3.Q5,"Total net attendance rate, upper secondary, richest quintile, both sexes (%)"
NART.3.Q5.F,"Total net attendance rate, upper secondary, richest quintile, female (%)"
NART.3.Q5.F.LPIA,"Total net attendance rate, upper secondary education, richest quintile, female, adjusted location parity index (LPIA)"
NART.3.Q5.GPIA,"Total net attendance rate, upper secondary education, richest quintile, adjusted gender parity index (GPIA)"
NART.3.Q5.LPIA,"Total net attendance rate, upper secondary education, richest quintile, adjusted location parity index (LPIA)"
NART.3.Q5.M,"Total net attendance rate, upper secondary, richest quintile, male (%)"
NART.3.Q5.M.LPIA,"Total net attendance rate, upper secondary education, richest quintile, male, adjusted location parity index (LPIA)"
NART.3.RUR,"Total net attendance rate, upper secondary, rural, both sexes (%)"
NART.3.RUR.F,"Total net attendance rate, upper secondary, rural, female (%)"
NART.3.RUR.F.WPIA,"Total net attendance rate, upper secondary education, rural, female, adjusted wealth parity index (WPIA)"
NART.3.RUR.GPIA,"Total net attendance rate, upper secondary education, rural, adjusted gender parity index (GPIA)"
NART.3.RUR.M,"Total net attendance rate, upper secondary, rural, male  (%)"
NART.3.RUR.M.WPIA,"Total net attendance rate, upper secondary education, rural, male, adjusted wealth parity index (WPIA)"
NART.3.RUR.Q1,"Total net attendance rate, upper secondary, rural, poorest quintile, both sexes (%)"
NART.3.RUR.Q1.F,"Total net attendance rate, upper secondary, rural, poorest quintile, female (%)"
NART.3.RUR.Q1.GPIA,"Total net attendance rate, upper secondary education, rural, poorest quintile, adjusted gender parity index (GPIA)"
NART.3.RUR.Q1.M,"Total net attendance rate, upper secondary, rural, poorest quintile, male (%)"
NART.3.RUR.Q2,"Total net attendance rate, upper secondary, rural, second quintile, both sexes (%)"
NART.3.RUR.Q2.F,"Total net attendance rate, upper secondary, rural, second quintile, female (%)"
NART.3.RUR.Q2.GPIA,"Total net attendance rate, upper secondary education, rural, second quintile, adjusted gender parity index (GPIA)"
NART.3.RUR.Q2.M,"Total net attendance rate, upper secondary, rural, second quintile, male (%)"
NART.3.RUR.Q3,"Total net attendance rate, upper secondary, rural, middle quintile, both sexes (%)"
NART.3.RUR.Q3.F,"Total net attendance rate, upper secondary, rural, middle quintile, female (%)"
NART.3.RUR.Q3.GPIA,"Total net attendance rate, upper secondary education, rural, middle quintile, adjusted gender parity index (GPIA)"
NART.3.RUR.Q3.M,"Total net attendance rate, upper secondary, rural, middle quintile, male (%)"
NART.3.RUR.Q4,"Total net attendance rate, upper secondary, rural, fourth quintile, both sexes (%)"
NART.3.RUR.Q4.F,"Total net attendance rate, upper secondary, rural, fourth quintile, female (%)"
NART.3.RUR.Q4.GPIA,"Total net attendance rate, upper secondary education, rural, fourth quintile, adjusted gender parity index (GPIA)"
NART.3.RUR.Q4.M,"Total net attendance rate, upper secondary, rural, fourth quintile, male (%)"
NART.3.RUR.Q5,"Total net attendance rate, upper secondary, rural, richest quintile, both sexes (%)"
NART.3.RUR.Q5.F,"Total net attendance rate, upper secondary, rural, richest quintile, female (%)"
NART.3.RUR.Q5.GPIA,"Total net attendance rate, upper secondary education, rural, richest quintile, adjusted gender parity index (GPIA)"
NART.3.RUR.Q5.M,"Total net attendance rate, upper secondary, rural, richest quintile, male (%)"
NART.3.RUR.WPIA,"Total net attendance rate, upper secondary education, rural, adjusted wealth parity index (WPIA)"
NART.3.URB,"Total net attendance rate, upper secondary, urban, both sexes (%)"
NART.3.URB.F,"Total net attendance rate, upper secondary, urban, female (%)"
NART.3.URB.F.WPIA,"Total net attendance rate, upper secondary education, urban, female, adjusted wealth parity index (WPIA)"
NART.3.URB.GPIA,"Total net attendance rate, upper secondary education, urban, adjusted gender parity index (GPIA)"
NART.3.URB.M,"Total net attendance rate, upper secondary, urban, male  (%)"
NART.3.URB.M.WPIA,"Total net attendance rate, upper secondary education, urban, male, adjusted wealth parity index (WPIA)"
NART.3.URB.Q1,"Total net attendance rate, upper secondary, urban, poorest quintile, both sexes (%)"
NART.3.URB.Q1.F,"Total net attendance rate, upper secondary, urban, poorest quintile, female (%)"
NART.3.URB.Q1.GPIA,"Total net attendance rate, upper secondary education, urban, poorest quintile, adjusted gender parity index (GPIA)"
NART.3.URB.Q1.M,"Total net attendance rate, upper secondary, urban, poorest quintile, male (%)"
NART.3.URB.Q2,"Total net attendance rate, upper secondary, urban, second quintile, both sexes (%)"
NART.3.URB.Q2.F,"Total net attendance rate, upper secondary, urban, second quintile, female (%)"
NART.3.URB.Q2.GPIA,"Total net attendance rate, upper secondary education, urban, second quintile, adjusted gender parity index (GPIA)"
NART.3.URB.Q2.M,"Total net attendance rate, upper secondary, urban, second quintile, male (%)"
NART.3.URB.Q3,"Total net attendance rate, upper secondary, urban, middle quintile, both sexes (%)"
NART.3.URB.Q3.F,"Total net attendance rate, upper secondary, urban, middle quintile, female (%)"
NART.3.URB.Q3.GPIA,"Total net attendance rate, upper secondary education, urban, middle quintile, adjusted gender parity index (GPIA)"
NART.3.URB.Q3.M,"Total net attendance rate, upper secondary, urban, middle quintile, male (%)"
NART.3.URB.Q4,"Total net attendance rate, upper secondary, urban, fourth quintile, both sexes (%)"
NART.3.URB.Q4.F,"Total net attendance rate, upper secondary, urban, fourth quintile, female (%)"
NART.3.URB.Q4.GPIA,"Total net attendance rate, upper secondary education, urban, fourth quintile, adjusted gender parity index (GPIA)"
NART.3.URB.Q4.M,"Total net attendance rate, upper secondary, urban, fourth quintile, male (%)"
NART.3.URB.Q5,"Total net attendance rate, upper secondary, urban, richest quintile, both sexes (%)"
NART.3.URB.Q5.F,"Total net attendance rate, upper secondary, urban, richest quintile, female (%)"
NART.3.URB.Q5.GPIA,"Total net attendance rate, upper secondary education, urban, richest quintile, adjusted gender parity index (GPIA)"
NART.3.URB.Q5.M,"Total net attendance rate, upper secondary, urban, richest quintile, male (%)"
NART.3.URB.WPIA,"Total net attendance rate, upper secondary education, urban, adjusted wealth parity index (WPIA)"
NART.3.WPIA,"Total net attendance rate, upper secondary, adjusted wealth parity index (WPIA)"
NERT.1.CP,"Total net enrolment rate, primary, both sexes (%)"
NERT.1.F.CP,"Total net enrolment rate, primary, female (%)"
NERT.1.GPIA,"Total net enrolment rate, primary, adjusted gender parity index (GPIA)"
NERT.1.M.CP,"Total net enrolment rate, primary, male (%)"
NERT.2.CP,"Total net enrolment rate, lower secondary, both sexes (%)"
NERT.2.F.CP,"Total net enrolment rate, lower secondary, female (%)"
NERT.2.GPIA,"Total net enrolment rate, lower secondary, adjusted gender parity index (GPIA)"
NERT.2.M.CP,"Total net enrolment rate, lower secondary, male (%)"
NERT.3.CP,"Total net enrolment rate, upper secondary, both sexes (%)"
NERT.3.F.CP,"Total net enrolment rate, upper secondary, female (%)"
NERT.3.GPIA,"Total net enrolment rate, upper secondary, adjusted gender parity index (GPIA)"
NERT.3.M.CP,"Total net enrolment rate, upper secondary, male (%)"
OE.5T8.40500,"Outbound internationally mobile tertiary students studying in North America and Western Europe, both sexes (UIS estimate) (number)"
OE.5T8.40500.F,"Outbound internationally mobile tertiary students studying in North America and Western Europe, female (UIS estimate) (number)"
OE.5T8.40500.GPIA,"Outbound internationally mobile tertiary students studying in North America and Western Europe, adjusted gender parity index (GPIA)"
OE.5T8.40500.M,"Outbound internationally mobile tertiary students studying in North America and Western Europe, male (UIS estimate) (number)"
OE.5T8.40505,"Outbound internationally mobile tertiary students studying in Central Asia, both sexes (UIS estimate) (number)"
OE.5T8.40505.F,"Outbound internationally mobile tertiary students studying in Central Asia, female (UIS estimate) (number)"
OE.5T8.40505.GPIA,"Outbound internationally mobile tertiary students studying in Central Asia, adjusted gender parity index (GPIA)"
OE.5T8.40505.M,"Outbound internationally mobile tertiary students studying in Central Asia, male (UIS estimate) (number)"
OE.5T8.40510,"Total outbound internationally mobile tertiary students studying abroad, all countries, both sexes (UIS estimate) (number)"
OE.5T8.40510.F,"Total outbound internationally mobile tertiary students studying abroad, all countries, female (UIS estimate) (number)"
OE.5T8.40510.GPIA,"Total outbound internationally mobile tertiary students studying abroad, all countries, adjusted gender parity index (GPIA)"
OE.5T8.40510.M,"Total outbound internationally mobile tertiary students studying abroad, all countries, male (UIS estimate) (number)"
OE.5T8.40515,"Outbound internationally mobile tertiary students studying in East Asia and the Pacific, both sexes (UIS estimate) (number)"
OE.5T8.40515.F,"Outbound internationally mobile tertiary students studying in East Asia and the Pacific, female (UIS estimate) (number)"
OE.5T8.40515.GPIA,"Outbound internationally mobile tertiary students studying in East Asia and the Pacific, adjusted gender parity index (GPIA)"
OE.5T8.40515.M,"Outbound internationally mobile tertiary students studying in East Asia and the Pacific, male (UIS estimate) (number)"
OE.5T8.40516,"Outbound internationally mobile tertiary students studying in the Pacific, both sexes (UIS estimate) (number)"
OE.5T8.40516.F,"Outbound internationally mobile tertiary students studying in the Pacific, female (UIS estimate) (number)"
OE.5T8.40516.GPIA,"Outbound internationally mobile tertiary students studying in the Pacific, adjusted gender parity index (GPIA)"
OE.5T8.40516.M,"Outbound internationally mobile tertiary students studying in the Pacific, male (UIS estimate) (number)"
OE.5T8.40517,"Outbound internationally mobile tertiary students studying in East Asia, both sexes (UIS estimate) (number)"
OE.5T8.40517.F,"Outbound internationally mobile tertiary students studying in East Asia, female (UIS estimate) (number)"
OE.5T8.40517.GPIA,"Outbound internationally mobile tertiary students studying in East Asia, adjusted gender parity index (GPIA)"
OE.5T8.40517.M,"Outbound internationally mobile tertiary students studying in East Asia, male (UIS estimate) (number)"
OE.5T8.40520,"Outbound internationally mobile tertiary students studying in Latin America and the Caribbean, both sexes (UIS estimate) (number)"
OE.5T8.40520.F,"Outbound internationally mobile tertiary students studying in Latin America and the Caribbean, female (UIS estimate) (number)"
OE.5T8.40520.GPIA,"Outbound internationally mobile tertiary students studying in Latin America and the Caribbean, adjusted gender parity index (GPIA)"
OE.5T8.40520.M,"Outbound internationally mobile tertiary students studying in Latin America and the Caribbean, male (UIS estimate) (number)"
OE.5T8.40521,"Outbound internationally mobile tertiary students studying in the Caribbean, both sexes (UIS estimate) (number)"
OE.5T8.40521.F,"Outbound internationally mobile tertiary students studying in the Caribbean, female (UIS estimate) (number)"
OE.5T8.40521.GPIA,"Outbound internationally mobile tertiary students studying in the Caribbean, adjusted gender parity index (GPIA)"
OE.5T8.40521.M,"Outbound internationally mobile tertiary students studying in the Caribbean, male (UIS estimate) (number)"
OE.5T8.40522,"Outbound internationally mobile tertiary students studying in Latin America, both sexes (UIS estimate) (number)"
OE.5T8.40522.F,"Outbound internationally mobile tertiary students studying in Latin America, female (UIS estimate) (number)"
OE.5T8.40522.GPIA,"Outbound internationally mobile tertiary students studying in Latin America, adjusted gender parity index (GPIA)"
OE.5T8.40522.M,"Outbound internationally mobile tertiary students studying in Latin America, male (UIS estimate) (number)"
OE.5T8.40525,"Outbound internationally mobile tertiary students studying in the Arab States, both sexes (UIS estimate) (number)"
OE.5T8.40525.F,"Outbound internationally mobile tertiary students studying in the Arab States, female (UIS estimate) (number)"
OE.5T8.40525.GPIA,"Outbound internationally mobile tertiary students studying in the Arab States, adjusted gender parity index (GPIA)"
OE.5T8.40525.M,"Outbound internationally mobile tertiary students studying in the Arab States, male (UIS estimate) (number)"
OE.5T8.40530,"Outbound internationally mobile tertiary students studying in Central and Eastern Europe, both sexes (UIS estimate) (number)"
OE.5T8.40530.F,"Outbound internationally mobile tertiary students studying in Central and Eastern Europe, female (UIS estimate) (number)"
OE.5T8.40530.GPIA,"Outbound internationally mobile tertiary students studying in Central and Eastern Europe, adjusted gender parity index (GPIA)"
OE.5T8.40530.M,"Outbound internationally mobile tertiary students studying in Central and Eastern Europe, male (UIS estimate) (number)"
OE.5T8.40535,"Outbound internationally mobile tertiary students studying in South and West Asia, both sexes (UIS estimate) (number)"
OE.5T8.40535.F,"Outbound internationally mobile tertiary students studying in South and West Asia, female (UIS estimate) (number)"
OE.5T8.40535.GPIA,"Outbound internationally mobile tertiary students studying in South and West Asia, adjusted gender parity index (GPIA)"
OE.5T8.40535.M,"Outbound internationally mobile tertiary students studying in South and West Asia, male (UIS estimate) (number)"
OE.5T8.40540,"Outbound internationally mobile tertiary students studying in sub-Saharan Africa, both sexes (UIS estimate) (number)"
OE.5T8.40540.F,"Outbound internationally mobile tertiary students studying in sub-Saharan Africa, female (UIS estimate) (number)"
OE.5T8.40540.GPIA,"Outbound internationally mobile tertiary students studying in sub-Saharan Africa, adjusted gender parity index (GPIA)"
OE.5T8.40540.M,"Outbound internationally mobile tertiary students studying in sub-Saharan Africa, male (UIS estimate) (number)"
OFST.1.CP,"Out-of-school children of primary school age, both sexes (number)"
OFST.1.F.CP,"Out-of-school children of primary school age, female (number)"
OFST.1.M.CP,"Out-of-school children of primary school age, male (number)"
OFST.1T2.CP,"Out-of-school children and adolescents of primary and lower secondary school age, both sexes (number)"
OFST.1T2.F.CP,"Out-of-school children and adolescents of primary and lower secondary school age, female (number)"
OFST.1T2.M.CP,"Out-of-school children and adolescents of primary and lower secondary school age, male (number)"
OFST.1T3.CP,"Out-of-school children, adolescents and youth of primary and secondary school age, both sexes (number)"
OFST.1T3.F.CP,"Out-of-school children, adolescents and youth of primary and secondary school age, female (number)"
OFST.1T3.M.CP,"Out-of-school children, adolescents and youth of primary and secondary school age, male (number)"
OFST.2.CP,"Out-of-school adolescents of lower secondary school age, both sexes (number)"
